CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNORXYHJMKRCDEIJAH00867563;2024;3;1;1;1;S;33;1529;1;;2;1;;4;1;1;2;;1;1;1;1;2;1;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;885623;5;;5;5;;5;442811,5;7;;6;6;;7;2501;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUPHKMKTCDEIHJF00867139;2024;3;1;1;44;N;31;128;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1100000;6;7;6;;7;5;275000;4;4;3;;5;3;139;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQURHMMLRCDEFLID00809114;2024;3;1;1;43;S;5;280;2;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;690000;4;4;4;4;;4;345000;5;6;5;5;;5;631;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOTTUHMMLRCDEFLID00809103;2024;3;1;1;43;S;5;574;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;640000;4;4;4;3;;4;128000;1;2;1;1;;2;482;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPVQHJLMRCDEIIAD00862780;2024;3;1;1;1;S;32;1407;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1800000;9;;8;9;;7;900000;9;;9;9;;7;2732;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOQUXHJKMSCDEIIAD00861801;2024;3;1;1;1;S;32;702;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;1;2;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOPRQHLMNPCDEIIAD00867186;2024;3;1;1;1;S;32;2500;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;0;2;1450000;8;;7;8;;6;725000;9;;8;8;;6;4235;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPSXHJMLQCDEIJAH00867187;2024;3;1;1;1;S;33;2148;1;;1;1;;4;2;1;1;;1;1;1;2;1;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;0;;0;0;;0;0;0;;0;0;;0;2359;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORXSHLMKQCDEGGFB00804528;2024;3;1;1;42;S;10;327;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;470000;2;3;3;2;;3;470000;7;7;8;7;;7;455;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORSPHLLKRCDEGGFB00804672;2024;3;2;1;42;S;10;581;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1010000;6;7;7;6;;7;336666,67;5;5;6;5;;6;1709;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOPPXHJMKQCDEGGFB00867188;2024;3;1;1;42;S;10;378;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;665000;4;4;4;4;;4;332500;5;5;6;5;;6;468;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRWHJMKRCDEGGFB00867189;2024;3;1;1;42;S;10;390;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;400000;2;2;2;2;;2;400000;6;6;7;6;;7;329;96;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOSRWHMOLNCDEHMHF00811292;2024;3;1;1;42;N;26;164;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;904000;5;6;6;;6;6;452000;7;7;8;;7;8;166;2;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNOQXWHJMLMCDEHMHF00867190;2024;3;1;1;42;N;26;167;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;6;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;690000;4;4;4;;5;4;345000;5;6;6;;6;6;179;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSQHLMLOCDEHMHF00806174;2024;3;1;1;42;N;26;152;1;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;950000;6;6;6;;6;6;237500;3;4;4;;4;4;207;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPQHMNLPCDEHMHF00811290;2024;3;1;1;42;N;26;150;2;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;950000;6;6;6;;6;6;316666,67;5;5;6;;6;6;177;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSWXHMNLPCDEHMHF00811291;2024;3;1;1;42;N;26;225;2;;1;1;;1;2;2;1;;1;2;2;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;685700;4;4;4;;5;4;171425;2;2;2;;3;3;226;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWSHKOLOCDEHMHF00867191;2024;3;1;1;42;N;26;146;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;320000;1;2;2;;2;1;160000;2;2;2;;2;2;159;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSRHJNLRCDEGGFB00861874;2024;3;1;1;42;S;10;466;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNORWTHJNLRCDEGGFB00861875;2024;3;1;1;42;S;10;457;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;516800;3;3;3;3;;3;172266,67;2;2;2;2;;2;956;2;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNORQRHJNLTCDEGGFB00862291;2024;3;1;1;42;S;10;478;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;8;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXXHMMLNCDEFNFF00852278;2024;3;1;1;41;N;7;267;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;720000;4;5;6;;5;5;360000;5;6;8;;6;6;618;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOSPYHLMKSCDEOJAH00808424;2024;3;1;1;44;N;93;84;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1300000;7;8;6;;8;8;433333,33;6;7;5;;7;6;135;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORYWHLMLNCDEHJGH00805865;2024;3;1;1;40;S;23;488;1;;2;2;;4;2;1;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1260000;7;8;8;7;;8;210000;3;3;4;3;;4;512;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPPHKNLNCDEHJGH00867192;2024;3;1;1;40;S;23;349;1;;3;2;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;270000;1;1;1;1;;2;90000;1;1;1;1;;1;362;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNORXSHLMLMCDEHJGH00805896;2024;3;1;1;40;S;23;323;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;334000;2;2;2;1;;2;66800;1;1;1;1;;1;334;1;0;3;4;0;0;;;;;;;;;;;;;;
TQRMNORYSHJOLQCDEGOIH00862261;2024;3;1;1;40;N;18;204;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2;4;0;4;464000;2;3;3;;3;3;116000;1;1;2;;2;2;205;1;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNOUWXHMMNQCDEIJAH00867262;2024;3;1;1;1;S;33;2053;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;920000;6;;5;5;;6;306666,67;5;;4;5;;5;3248;1;2;98;0;0;0;;;;;;;;;;;;;;
TQSMNOUXUHMONSCDEIJAH00867263;2024;3;2;1;1;S;33;2016;1;;3;2;;3;1;1;2;;1;1;1;3;2;2;2;3;1;2;0;1;1;2;1;2;1;2;1;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;601000;3;;3;3;;3;300500;5;;4;4;;5;3658;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOPPWHJLPLCDEIJAH00867264;2024;3;1;1;1;S;33;2729;2;;3;1;;2;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVWHLOLQCDEFJAH00803489;2024;3;1;1;43;N;3;325;2;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;1;3;520000;3;3;3;;3;3;130000;2;2;1;;2;1;317;2;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOTRPHMOLSCDEFJAH00808796;2024;3;1;1;43;N;3;334;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;155000;1;1;1;;1;1;155000;2;2;2;;2;1;361;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWYHJOLNCDEHMHF00862112;2024;3;1;1;42;N;26;225;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1150000;7;7;7;;7;7;287500;4;5;5;;5;5;267;2;3;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRYHLMLPCDEHMHF00862113;2024;3;1;1;42;N;26;132;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2550000;10;10;10;;10;10;850000;9;9;10;;10;10;171;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORTTHKKLPCDEHMHF00867265;2024;3;1;1;42;N;26;227;1;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;8;;2;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;260000;1;1;1;;1;1;130000;2;2;2;;2;2;237;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORTUHKKLPCDEHMHF00867266;2024;3;1;1;42;N;26;235;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;8;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1417200;8;8;8;;8;9;354300;5;6;6;;6;6;275;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSUXHMOKOCDEGLDF00867267;2024;3;1;1;41;N;15;99;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;700000;4;4;6;;5;6;700000;8;9;10;;9;10;102;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQTRHMMKPCDEGLDF00810278;2024;3;1;1;41;N;15;139;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;0;3;470000;2;3;4;;3;4;156666,67;2;2;3;;2;3;151;2;1;3;0;0;0;;;;;;;;;;;;;;
TQSMNOQRPHJOKOCDEGLDF00867268;2024;3;1;1;41;N;15;79;1;;3;2;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1482000;8;8;10;;8;10;494000;7;7;9;;8;10;91;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPVPHJOKPCDEGLDF00861832;2024;3;1;1;41;N;15;124;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;595400;3;4;5;;4;5;297700;4;5;7;;5;7;134;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSTVHLKKTCDEGPDJ00805510;2024;3;1;1;40;N;19;227;1;;1;2;;4;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;310000;1;2;2;;2;2;77500;1;1;1;;1;1;227;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTXVHLOKUCDEGPDJ00805511;2024;3;1;1;40;N;19;1569;1;;4;2;;4;2;1;1;;1;1;1;1;1;1;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;4;1;3;650000;4;4;4;;4;5;162500;2;2;3;;3;3;1569;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUQHKLKTCDEIGED00867269;2024;3;1;1;43;N;30;132;1;;4;1;;4;1;1;2;;1;1;1;3;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXVHKMLLCDEIGED00867270;2024;3;1;1;43;N;30;142;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;780000;5;5;5;;5;5;780000;9;9;9;;9;8;187;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSWWHKMLLCDEIGED00867271;2024;3;1;1;43;N;30;183;2;;1;1;;3;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;1;0;1;90000;1;1;1;;1;1;90000;1;1;1;;1;1;166;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNOQRQHJNLOCDEIGED00862290;2024;3;1;1;43;N;30;67;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;0;1;460000;2;3;2;;3;3;460000;7;7;6;;7;6;74;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWWHJNKOCDEHLEH00861851;2024;3;1;1;40;N;25;125;1;;2;2;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORVWHMNKQCDEHLEH00811133;2024;3;1;1;40;N;25;100;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXXHJKKOCDEOJAH00861998;2024;3;1;1;44;N;93;212;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPXSHJOKQCDEOJAH00862000;2024;3;1;1;44;N;93;74;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;2;83;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSXHJOKQCDEOJAH00862022;2024;3;1;1;44;N;93;37;1;;1;1;;3;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;300000;1;2;1;;2;1;100000;1;1;1;;1;1;35;1;0;2;3;0;0;;;;;;;;;;;;;;
TQRMNORPUHKOLPCDEIKAH00867343;2024;3;1;1;43;S;34;717;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;850000;5;6;5;5;;5;212500;3;3;3;3;;2;667;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPVHKOLPCDEIKAH00867344;2024;3;1;1;43;S;34;618;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;920000;6;6;6;5;;6;460000;7;7;7;7;;7;1199;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRQHMNLUCDEIKAH00812933;2024;3;1;1;43;S;34;438;2;;1;1;;1;1;1;1;;1;1;1;1;2;1;2;1;1;2;0;2;2;2;0;0;0;0;6;;2;;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;120000;1;1;1;1;;1;40000;1;1;1;1;;1;312;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQTQHJOLSCDEIKAH00862029;2024;3;1;1;43;S;34;510;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;4;0;4;2370000;9;10;10;9;;10;592500;8;8;8;8;;8;1349;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOQPUHMOMLCDEIKAH00812934;2024;3;1;1;43;S;34;672;1;;3;1;;4;2;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;8;2;6;820000;5;5;5;5;;5;102500;1;1;1;1;;1;593;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWWHLOKRCDEGJBF00804849;2024;3;1;1;43;S;13;627;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;770000;4;5;5;4;;5;385000;6;6;5;6;;5;708;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNORXRHMNLMCDEGJBF00810027;2024;3;1;1;43;S;13;520;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;0;6;842043;5;5;5;5;;5;140340,5;2;2;2;2;;2;633;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWSHLMKSCDEGJBF00804803;2024;3;1;1;43;S;13;601;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;720000;4;5;4;4;;4;360000;5;6;5;5;;5;690;1;2;97;0;0;0;;;;;;;;;;;;;;
TQRMNOPWTHLMKSCDEGJBF00804804;2024;3;1;1;43;S;13;783;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;2;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXSHKMKSCDEGJBF00867345;2024;3;1;1;43;S;13;923;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;1;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;1;1;520000;3;3;3;3;;3;260000;4;4;3;4;;3;979;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQPRHLKMMCDEGJBF00804995;2024;3;2;1;43;S;13;1133;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1480000;8;8;8;8;;8;493333,33;7;7;7;7;;7;1399;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPYHMLMNCDEGJBF00810048;2024;3;1;1;43;S;13;798;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;1;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;7;7;7;;7;1200000;10;10;10;10;;10;757;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORQPHMLMNCDEGJBF00810066;2024;3;1;1;43;S;13;622;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;1;2;0;2;0;6;;2;;1;2;1;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;765000;4;5;5;4;;4;382500;6;6;5;6;;5;610;1;0;2;0;0;0;;;;;;;;;;;;;;
